lat,lon,type,fee,name
42.5681,-123.5945,slipway,no,
46.2702,-123.4565,slipway,no,
44.5157,-124.0473,slipway,no,
46.0347,-117.2727,slipway,no,
46.2107,-119.0177,slipway,no,Hood Park Boat Basin
43.3416,-116.6034,slipway,no,
43.5502,-116.8021,slipway,no,
43.5487,-116.8016,slipway,no,
44.8507,-116.896,slipway,no,
44.7564,-117.1273,slipway,no,
44.8029,-116.9218,slipway,no,
44.8031,-116.9226,slipway,no,
44.4053,-123.9423,slipway,no,Happy Landing RV Park & Marina b
44.4141,-124.0035,slipway,no,Alsea River RV Park & Marina boa
44.4145,-124.0053,slipway,no,Drift Creek Landing RV Park & Ma
44.4149,-124.0069,slipway,no,King Silver RV Park & Marina boa
44.3499,-123.8366,slipway,no,Ermie Walters boat launch
43.3812,-123.2813,slipway,no,
43.376,-123.2606,slipway,no,
46.2976,-119.3343,slipway,no,
46.1842,-119.0322,slipway,no,
43.6368,-123.5707,slipway,no,
46.0623,-118.9034,slipway,no,
44.4325,-124.0539,slipway,no,McKinley's RV Park & Marina boat
46.0537,-122.2913,slipway,no,
43.6902,-123.0682,slipway,no,
43.5707,-124.2049,slipway,no,Spinreel Boat Launch
43.3933,-124.2802,slipway,no,Empire Boat Ramp
45.6078,-122.0386,slipway,no,
42.4995,-124.2301,slipway,no,Quosatana Boat Ramp
46.0266,-118.9364,slipway,no,
46.2319,-118.9825,slipway,no,
43.7826,-123.9899,slipway,no,Noel Ranch Boat Launch
42.4305,-124.4101,slipway,no,
43.5366,-116.5535,fishing,no,
45.9145,-119.3488,slipway,no,
43.8178,-121.4973,slipway,no,Big River Boat Ramp
45.9269,-119.2925,slipway,no,
45.9201,-119.1646,slipway,no,
45.7294,-120.6508,slipway,no,
45.8097,-123.0735,fishing,no,
42.7481,-124.5089,slipway,no,
43.7128,-124.1045,slipway,no,
45.6926,-121.7778,slipway,no,
44.0593,-121.3232,slipway,no,
44.0245,-122.9554,slipway,no,
44.0244,-122.9565,slipway,no,
45.7327,-122.8573,pier,no,
43.4081,-124.2207,pier,no,
45.6023,-118.7984,slipway,no,
45.6053,-122.6555,pier,no,
45.6057,-122.6584,pier,no,
45.6049,-122.6562,pier,no,
45.6049,-122.6549,pier,no,
45.6049,-122.6539,pier,no,
45.6061,-122.6577,pier,no,B
45.6058,-122.6568,pier,no,D
45.6057,-122.6559,pier,no,F
45.6056,-122.6548,pier,no,H
45.6055,-122.6538,pier,no,J
45.6093,-122.6641,pier,no,
45.6076,-122.6633,pier,no,
45.6064,-122.6633,pier,no,
45.6065,-122.6642,pier,no,
45.6077,-122.6642,pier,no,
45.608,-122.6686,pier,no,
45.6087,-122.6662,pier,no,L
45.6086,-122.6672,pier,no,J
45.6084,-122.6681,pier,no,H
45.6081,-122.6696,pier,no,E
45.608,-122.6707,pier,no,C
45.5103,-122.6724,marina,no,River Place Marina
45.5076,-122.6664,pier,no,
45.4052,-121.4223,pier,no,Boating Pier
45.5051,-122.6648,pier,no,Caruthers Landing
46.2039,-123.9508,pier,no,
46.2034,-123.952,pier,no,Dock B
46.203,-123.9513,pier,no,Dock D
46.1905,-123.9236,pier,no,
46.1699,-123.9149,pier,no,
45.5644,-122.7239,pier,no,
45.5678,-122.7239,pier,no,
45.5701,-122.7202,pier,no,Naval Reserve Pier
45.5647,-122.7097,pier,no,
45.5655,-122.7249,pier,no,
45.5932,-123.9457,pier,no,
45.5563,-123.9208,pier,no,
44.0415,-121.3238,pier,no,
44.6811,-123.9302,pier,no,
45.5606,-122.4437,pier,no,
44.9425,-123.0444,pier,no,
45.3385,-122.6486,pier,no,
46.1814,-123.1829,pier,no,
45.406,-122.7158,pier,no,
45.2937,-122.7607,pier,no,Memorial Park Dock
46.2653,-119.2541,marina,no,Columbia Point Marina
45.5094,-122.6719,pier,no,
45.5961,-122.5901,pier,no,
45.5098,-122.6727,pier,no,
45.7205,-120.2035,pier,no,
44.3745,-121.9979,pier,no,
46.2643,-119.2507,pier,no,
46.2638,-119.2507,pier,no,
46.2652,-119.2534,pier,no,
46.2645,-119.2513,pier,no,
46.2654,-119.2548,pier,no,
46.2653,-119.2561,pier,no,
45.5543,-122.7154,pier,no,
45.5109,-122.8105,pier,no,
45.5122,-122.8056,pier,no,
45.6084,-122.6723,pier,no,
45.3907,-122.6288,slipway,no,Cedaroak Boat Ramp
44.1158,-123.3115,pier,no,
44.1183,-123.3151,pier,no,
44.1193,-123.3168,pier,no,
44.1168,-123.3122,pier,no,
44.1164,-123.3115,pier,no,
44.1128,-123.314,pier,no,
44.1133,-123.3137,pier,no,
44.1154,-123.3119,pier,no,
45.56,-122.4779,pier,no,
45.5599,-122.4787,pier,no,
45.5594,-122.4779,pier,no,
45.4665,-122.6645,pier,no,
45.4198,-122.6562,pier,no,
45.4118,-122.6666,pier,no,
45.411,-122.667,pier,no,
45.4112,-122.6663,pier,no,
45.5202,-122.6699,pier,no,
45.0383,-121.1123,pier,no,
45.5541,-122.4472,pier,no,
45.3943,-122.7713,pier,no,
46.2575,-118.8455,marina,no,
45.9134,-122.8159,pier,no,
45.6559,-122.8431,pier,no,Dock Trail
45.4142,-122.691,pier,no,
45.6085,-122.665,pier,no,
45.6082,-122.6641,pier,no,
45.4239,-122.6577,pier,no,
45.4234,-122.6579,pier,no,
45.4247,-122.6563,pier,no,
45.4242,-122.657,pier,no,
45.3827,-122.7214,pier,no,
45.4172,-122.6572,pier,no,
45.3666,-122.6027,pier,no,
42.9341,-122.1494,pier,no,
42.9764,-122.0882,pier,no,
44.6223,-124.0519,marina,no,South Beach Marina
45.5229,-122.6662,pier,no,Vera Katz Eastbank Esplanade
45.5252,-122.6662,pier,no,
45.5239,-122.666,pier,no,
45.5278,-122.6712,pier,no,
45.5858,-122.7617,pier,no,
45.5882,-122.7654,pier,no,
45.5888,-122.7653,pier,no,
45.6125,-122.6718,pier,no,
45.6122,-122.6712,pier,no,
45.5312,-122.6816,pier,no,
45.556,-123.9132,marina,no,Garibaldi Harbor
45.5135,-122.6689,pier,no,
45.5116,-122.6684,pier,no,Holman Dock
45.5111,-122.6679,slipway,no,
45.4155,-122.6576,pier,no,
45.8275,-122.8367,pier,no,
44.4247,-122.6125,pier,no,
44.4255,-122.6088,pier,no,
44.4251,-122.6093,pier,no,
44.4284,-122.6049,pier,no,
44.1889,-123.1472,slipway,no,
46.1383,-123.2339,pier,no,
43.3462,-124.3261,pier,no,
43.3466,-124.3265,pier,no,H
43.3458,-124.3258,pier,no,G
43.3461,-124.327,pier,no,
43.3456,-124.3272,pier,no,I
43.1207,-124.4113,pier,no,
43.1202,-124.4112,pier,no,
45.92,-119.1637,marina,no,McNary Yacht Club
43.6747,-124.1917,pier,no,Crab Dock
45.3841,-122.7348,pier,no,Stark Community Boat Ramp
46.281,-124.0462,pier,no,
45.6011,-122.6282,pier,no,
45.6019,-122.6284,pier,no,
45.6019,-122.6329,pier,no,
45.6014,-122.6362,pier,no,
45.6012,-122.629,pier,no,
45.6026,-122.6265,pier,no,Breakwater
45.6018,-122.6295,pier,no,
45.6019,-122.6307,pier,no,
45.601,-122.6341,pier,no,
45.6019,-122.6362,pier,no,
45.6018,-122.6264,pier,no,Walk 3
45.6018,-122.6271,pier,no,Walk 5
45.6019,-122.6338,pier,no,
45.602,-122.6348,pier,no,
45.6019,-122.6316,pier,no,
45.4688,-122.6684,pier,no,
45.4699,-122.6684,pier,no,
45.2923,-122.7758,pier,no,
45.4167,-122.6542,slipway,no,
43.9801,-121.805,pier,no,
44.3097,-120.6926,pier,no,
45.688,-123.9016,marina,no,Paradise Cove Marina
46.2324,-119.1625,slipway,no,
46.2314,-119.1918,slipway,no,
46.2385,-119.2191,slipway,no,
46.1138,-123.9413,pier,no,
46.0952,-123.9059,pier,no,Carnahan Park Dock
46.1771,-123.9651,pier,no,
46.1766,-123.9657,pier,no,
46.2025,-123.9513,pier,no,
46.1701,-123.8372,marina,no,
46.1711,-123.8355,pier,no,
46.1963,-123.7974,pier,no,Pier 39
46.2053,-123.7615,pier,no,
46.203,-123.7614,pier,no,
46.2045,-123.7616,pier,no,
46.2015,-123.7608,pier,no,
46.199,-123.7614,pier,no,
46.2002,-123.7597,pier,no,
46.1987,-123.7591,pier,no,
46.1959,-123.7577,pier,no,
46.1973,-123.7584,pier,no,
45.8566,-123.1722,pier,no,
45.8546,-123.1765,pier,no,
43.4008,-124.2841,pier,no,
43.3352,-124.3162,slipway,no,
45.6403,-122.7748,pier,no,
45.7124,-121.5053,pier,no,
45.7128,-121.5057,pier,no,
45.7128,-121.5048,pier,no,
45.7118,-121.504,pier,no,
45.7127,-121.5022,pier,no,
45.7128,-121.4991,pier,no,
45.7131,-121.5019,pier,no,
45.712,-121.5049,pier,no,
45.7132,-121.5053,pier,no,
45.7136,-121.5048,pier,no,
45.7143,-121.5033,pier,no,
44.0989,-121.6253,pier,no,
43.9221,-123.0093,pier,no,
45.178,-121.6971,pier,no,
45.7228,-121.494,pier,no,
45.7232,-121.4936,slipway,no,
43.915,-121.7681,pier,no,
45.6576,-122.7674,slipway,no,
45.0788,-123.4764,pier,no,
46.2956,-122.8053,pier,no,
45.7167,-123.8937,pier,no,public docks
45.7177,-123.8931,pier,no,
46.2057,-123.3869,pier,no,
46.2066,-123.3883,pier,no,
46.2062,-123.3872,pier,no,
46.2068,-123.3868,pier,no,
46.2059,-123.3862,pier,no,
46.2706,-123.9473,pier,no,
46.2699,-123.9479,pier,no,
45.4603,-122.6611,marina,no,Waverly Marina Association
46.203,-123.9524,pier,no,Dock C
45.6404,-121.9409,pier,no,Sternwheeler Pier
45.6718,-121.8913,pier,no,
45.6715,-121.8923,pier,no,
45.9842,-122.8346,pier,no,
46.0429,-122.8759,pier,no,
45.9846,-122.8354,pier,no,
46.0432,-122.8764,pier,no,
46.0436,-122.8759,pier,no,
45.8655,-122.7966,pier,no,
45.8667,-122.7971,pier,no,
45.8681,-122.7971,pier,no,
45.8647,-122.7963,pier,no,
45.8673,-122.7967,pier,no,Fuel Dock
45.8634,-122.7954,pier,no,
45.8672,-122.7976,pier,no,
45.8685,-122.7948,pier,no,
45.8658,-122.7974,pier,no,
45.8711,-122.7949,pier,no,
45.8677,-122.7975,pier,no,
45.6117,-122.6128,pier,no,
45.6119,-122.6112,pier,no,
43.9872,-124.1204,pier,no,
42.0468,-124.2668,pier,no,
44.1638,-122.2604,slipway,no,Bruckart Boat Launch
45.4903,-123.2302,pier,no,Fishing Pier
45.4166,-122.6576,pier,no,
45.4707,-122.6691,pier,no,
45.4683,-122.6687,pier,no,
45.6746,-123.0138,pier,no,
43.8876,-121.4563,pier,no,
43.3172,-122.1922,pier,no,
43.3223,-122.1944,pier,no,
43.3228,-122.1941,pier,no,
43.8466,-121.4585,pier,no,
43.8285,-121.4742,pier,no,
43.8277,-121.4746,pier,no,
43.8272,-121.4744,pier,no,
43.8268,-121.474,pier,no,
43.7993,-121.7587,pier,no,
43.7977,-121.761,pier,no,
43.6946,-121.5009,pier,no,
43.7237,-121.1963,pier,no,
45.9671,-122.4058,pier,no,
45.9679,-122.4062,pier,no,
43.4671,-121.9728,pier,no,
43.7097,-122.4211,pier,no,
43.668,-122.4337,pier,no,
44.8093,-124.0602,pier,no,
44.8086,-124.06,pier,no,
44.8093,-124.0613,pier,no,
44.9271,-124.0195,pier,no,Taft Park Dock
44.9728,-124.0059,pier,no,
44.9722,-124.0058,pier,no,
44.9678,-123.9975,pier,no,
44.9997,-123.9794,slipway,no,
45.9302,-122.7211,pier,no,
45.7091,-122.6574,pier,no,
46.1958,-123.8039,pier,no,
46.1964,-123.8043,pier,no,
46.1969,-123.8016,pier,no,
45.613,-122.6743,pier,no,
45.6096,-122.6688,pier,no,
45.6096,-122.6681,pier,no,
45.6092,-122.672,pier,no,
45.6091,-122.6727,pier,no,
45.6092,-122.671,pier,no,
45.6139,-122.6954,pier,no,
45.6145,-122.6961,pier,no,
45.6137,-122.6944,pier,no,
45.6107,-122.6872,pier,no,
45.6085,-122.6818,pier,no,
45.6087,-122.6828,pier,no,
45.6092,-122.6828,pier,no,
45.6091,-122.6838,pier,no,
45.6096,-122.6839,pier,no,
45.6095,-122.685,pier,no,
45.6101,-122.6853,pier,no,
45.6099,-122.686,pier,no,
45.6102,-122.6871,pier,no,
45.6105,-122.6865,pier,no,
45.6106,-122.688,pier,no,
45.6109,-122.6888,pier,no,
45.6117,-122.6891,pier,no,
45.6122,-122.6906,pier,no,
45.6158,-122.7072,pier,no,
45.6166,-122.7092,pier,no,
45.6098,-122.6914,pier,no,
45.6095,-122.6909,pier,no,
45.6077,-122.6843,pier,no,
45.6072,-122.6841,pier,no,
45.6069,-122.6832,pier,no,
45.6067,-122.6823,pier,no,
45.6067,-122.6808,pier,no,
45.6061,-122.6805,pier,no,
45.6061,-122.6795,pier,no,
45.609,-122.678,pier,no,
45.6095,-122.676,pier,no,
45.609,-122.6773,pier,no,
45.6088,-122.6793,pier,no,
45.6081,-122.6801,pier,no,
45.608,-122.6791,pier,no,7
45.608,-122.678,pier,no,5
45.6082,-122.6769,pier,no,3
45.6084,-122.6763,pier,no,2
45.6086,-122.6757,pier,no,1
45.607,-122.6749,pier,no,
45.6066,-122.6754,pier,no,
45.6076,-122.6747,pier,no,
45.6064,-122.6727,pier,no,
45.6061,-122.6719,pier,no,
45.6058,-122.6711,pier,no,
45.6054,-122.6703,pier,no,
45.6048,-122.6688,pier,no,
45.6045,-122.6682,pier,no,
45.6043,-122.6675,pier,no,
45.6042,-122.6668,pier,no,
45.6041,-122.666,pier,no,
45.604,-122.6725,pier,no,
45.6037,-122.6715,pier,no,
45.6038,-122.6707,pier,no,
45.6036,-122.6699,pier,no,
45.6036,-122.6692,pier,no,
45.6033,-122.668,pier,no,
45.6032,-122.6672,pier,no,
45.6031,-122.6665,pier,no,
45.6027,-122.6657,pier,no,
45.6025,-122.6636,pier,no,
45.6023,-122.663,pier,no,
45.603,-122.6647,pier,no,
45.6025,-122.6624,pier,no,
45.6024,-122.6617,pier,no,
45.6023,-122.6606,pier,no,
45.602,-122.6598,pier,no,
45.6021,-122.6591,pier,no,
45.6016,-122.6557,pier,no,
45.602,-122.6577,pier,no,
45.6019,-122.6565,pier,no,
45.6017,-122.6547,pier,no,
45.6016,-122.6536,pier,no,
45.6016,-122.6526,pier,no,
45.6016,-122.6516,pier,no,
45.6016,-122.6585,pier,no,
45.6011,-122.6543,pier,no,
45.6011,-122.6526,pier,no,
45.6039,-122.6639,pier,no,
45.6036,-122.6625,pier,no,
45.6038,-122.6648,pier,no,
45.6036,-122.6614,pier,no,
45.6033,-122.6602,pier,no,
45.6033,-122.6595,pier,no,
45.6032,-122.6587,pier,no,
45.6033,-122.6575,pier,no,
46.0537,-122.2925,pier,no,
45.8147,-122.7484,pier,no,
45.8125,-122.7456,pier,no,
45.8134,-122.7471,pier,no,
45.814,-122.748,pier,no,
45.815,-122.749,pier,no,
45.8154,-122.7497,pier,no,
45.816,-122.7502,pier,no,
46.0074,-122.8481,pier,no,
46.0088,-122.8484,pier,no,
46.0081,-122.848,pier,no,
46.0071,-122.8475,pier,no,
46.0066,-122.8473,pier,no,
45.7074,-122.7224,pier,no,
45.7093,-122.7231,pier,no,
45.7077,-122.7219,pier,no,
45.6472,-122.7579,pier,no,Berth 601
45.6424,-122.7709,pier,no,
45.6401,-122.776,pier,no,
45.6385,-122.778,pier,no,
45.6422,-122.7723,pier,no,
45.6429,-122.7711,pier,no,
45.6415,-122.7735,pier,no,
45.629,-122.7869,pier,no,
45.6285,-122.7866,pier,no,
45.6256,-122.788,pier,no,
45.6254,-122.7874,pier,no,
45.6262,-122.7873,pier,no,
45.6229,-122.7876,pier,no,
45.6149,-122.7863,pier,no,
45.6132,-122.7853,pier,no,
45.6108,-122.7827,pier,no,
45.6097,-122.7827,pier,no,
45.6069,-122.781,pier,no,
45.6047,-122.7795,pier,no,
45.6015,-122.7764,pier,no,Berth 410
45.5984,-122.7752,pier,no,
45.5952,-122.7726,pier,no,
45.5932,-122.7709,pier,no,
45.644,-122.725,pier,no,
45.6428,-122.7228,pier,no,
45.6434,-122.7235,pier,no,
45.6428,-122.7217,pier,no,
45.6309,-122.6955,pier,no,
45.6296,-122.6927,pier,no,
45.6259,-122.6863,pier,no,
45.8686,-122.7941,pier,no,
45.6198,-122.692,pier,no,
45.6203,-122.692,pier,no,
44.0634,-121.3598,pier,no,
45.9094,-122.8156,pier,no,
45.8954,-122.808,pier,no,
45.9134,-122.815,pier,no,
46.1895,-123.8554,marina,no,West Mooring Basin
46.1904,-123.8567,pier,no,
46.1889,-123.8555,pier,no,
46.1761,-123.6705,pier,no,
46.1083,-122.9744,pier,no,
46.1714,-123.6573,pier,no,
46.1885,-123.8583,pier,no,
46.1719,-123.6631,pier,no,
46.1714,-123.6564,pier,no,
46.1759,-123.676,pier,no,
46.1721,-123.6619,pier,no,
46.1754,-123.6788,pier,no,
46.174,-123.6826,pier,no,
46.1721,-123.6602,pier,no,
46.1727,-123.6545,pier,no,
46.1899,-123.8602,pier,no,
46.1904,-123.8593,pier,no,
46.1904,-123.7471,pier,no,
46.1899,-123.8568,pier,no,
46.1742,-123.6517,pier,no,
46.173,-123.654,pier,no,
46.1719,-123.6587,pier,no,
46.1719,-123.664,pier,no,
46.1899,-123.7459,pier,no,
46.1721,-123.6609,pier,no,
46.1079,-122.9736,pier,no,
46.1906,-123.8573,pier,no,
46.1899,-123.8545,pier,no,
45.9942,-123.9244,pier,no,
46.1961,-123.798,pier,no,
46.1971,-123.7827,pier,no,
45.4294,-122.8326,pier,no,
45.6741,-122.6997,pier,no,
45.5776,-122.3823,pier,no,
45.5778,-122.3801,pier,no,
45.5779,-122.3792,pier,no,
45.5776,-122.3815,pier,no,
45.577,-122.3808,pier,no,
45.5773,-122.38,pier,no,
45.5773,-122.3785,pier,no,
45.578,-122.3827,pier,no,
45.8962,-122.7504,pier,no,
45.8996,-122.7445,pier,no,
45.8997,-122.7431,pier,no,
45.8997,-122.742,pier,no,
45.8956,-122.7502,pier,no,
45.8984,-122.7498,pier,no,
45.8993,-122.7467,pier,no,
45.8921,-122.7451,pier,no,
45.8979,-122.7501,pier,no,
45.8967,-122.7504,pier,no,
45.9392,-122.7843,pier,no,
45.893,-122.7897,pier,no,
45.9855,-122.8361,pier,no,
46.0177,-122.8567,pier,no,
46.014,-122.8529,pier,no,
46.0148,-122.8539,pier,no,
46.2956,-122.7915,pier,no,
46.2951,-122.7885,pier,no,
46.2949,-122.7896,pier,no,
46.2971,-122.7923,pier,no,
46.2952,-122.7906,pier,no,
46.2955,-122.7874,pier,no,
46.296,-122.7877,pier,no,
45.8624,-122.7628,pier,no,
45.8619,-122.7644,pier,no,
46.1901,-123.9233,pier,no,
45.5752,-122.3547,pier,no,
45.6141,-122.6267,pier,no,
45.5573,-123.9048,pier,no,
45.5583,-123.905,pier,no,
45.6289,-122.8189,pier,no,
45.6278,-122.8177,pier,no,
45.6252,-122.8149,pier,no,
45.656,-122.846,pier,no,
45.6223,-122.8105,pier,no,
45.6191,-122.804,pier,no,
45.6238,-122.8129,pier,no,
45.6316,-122.8208,pier,no,
45.6267,-122.817,pier,no,
45.6308,-122.8203,pier,no,
45.6194,-122.8046,pier,no,
45.6207,-122.8082,pier,no,
45.6184,-122.8042,pier,no,
45.6191,-122.803,pier,no,
45.6314,-122.8202,pier,no,
45.62,-122.8062,pier,no,
45.6262,-122.8163,pier,no,
45.7422,-122.8699,pier,no,
45.7677,-122.8164,pier,no,
45.7491,-122.7712,pier,no,
45.7496,-122.7711,pier,no,
45.699,-122.7609,pier,no,
45.6947,-122.7623,pier,no,
45.6972,-122.7615,pier,no,
45.7014,-122.7607,pier,no,
45.6998,-122.7607,pier,no,
45.6957,-122.762,pier,no,
45.8849,-122.8054,pier,no,
45.8855,-122.8056,pier,no,
45.8936,-122.8072,pier,no,
44.558,-121.9316,pier,no,
46.0899,-122.9316,pier,no,
46.0896,-122.9309,pier,no,
46.0893,-122.9289,pier,no,
46.0901,-122.9323,pier,no,
46.0908,-122.9334,pier,no,
46.0904,-122.9329,pier,no,
45.8724,-122.7988,pier,no,
45.8708,-122.7986,pier,no,
45.8703,-122.7987,pier,no,
45.8758,-122.8002,pier,no,
45.6082,-122.5968,pier,no,
45.6079,-122.5948,pier,no,
45.6087,-122.6001,pier,no,
45.608,-122.5961,pier,no,
45.6076,-122.5941,pier,no,
45.6092,-122.5998,pier,no,
45.6074,-122.5952,pier,no,
45.6073,-122.5932,pier,no,
45.6123,-122.6117,pier,no,
45.604,-122.4084,pier,no,
45.5155,-122.6726,pier,no,Portland Spirit Dock
45.607,-122.6597,pier,no,
45.6011,-122.6494,pier,no,
45.6012,-122.6455,pier,no,
45.6063,-122.6599,pier,no,
45.607,-122.6607,pier,no,
45.6011,-122.6503,pier,no,
45.6011,-122.6479,pier,no,
45.601,-122.6467,pier,no,
45.6068,-122.659,pier,no,
45.6074,-122.659,pier,no,
45.6012,-122.6487,pier,no,
45.6079,-122.6608,pier,no,
42.1591,-122.6161,slipway,no,
42.1576,-122.6164,slipway,no,
44.1148,-123.2804,pier,no,
44.1144,-123.2798,pier,no,
45.8468,-122.8005,pier,no,
45.728,-122.8605,pier,no,
45.7349,-122.8536,pier,no,
45.7271,-122.861,pier,no,
45.7337,-122.8557,pier,no,
45.7342,-122.8547,pier,no,
45.7288,-122.8601,pier,no,
45.7351,-122.8525,pier,no,
45.7312,-122.8592,pier,no,
45.7266,-122.862,pier,no,
45.7353,-122.8518,pier,no,
45.7301,-122.859,pier,no,
45.7354,-122.8506,pier,no,
45.7254,-122.8617,pier,no,
45.7261,-122.8616,pier,no,
45.7321,-122.8575,pier,no,
45.7678,-122.8191,pier,no,
45.7258,-122.8623,pier,no,
44.631,-124.05,pier,no,
44.6305,-124.0442,pier,no,
44.6303,-124.0414,pier,no,
44.6296,-124.0407,pier,no,
44.631,-124.0438,pier,no,
44.6288,-124.0406,pier,no,
44.6312,-124.0479,pier,no,
44.6295,-124.042,pier,no,
44.6316,-124.0469,pier,no,
44.6299,-124.0417,pier,no,
44.6235,-124.0522,pier,no,Dock H
44.6216,-124.0519,pier,no,Dock C
44.6206,-124.0506,pier,no,
44.626,-124.0491,pier,no,NOAA Pier
44.6243,-124.0523,pier,no,
44.6208,-124.0519,pier,no,Dock A
46.0386,-122.8722,pier,no,
46.0378,-122.8731,pier,no,
46.039,-122.8708,pier,no,
46.0382,-122.8728,pier,no,
46.0388,-122.8715,pier,no,
45.046,-116.8159,pier,no,
45.0469,-116.8143,pier,no,
45.5885,-122.1462,pier,no,
45.5442,-122.2479,pier,no,
45.5442,-122.2471,pier,no,
45.5443,-122.2464,pier,no,
46.2814,-124.0468,pier,no,
46.2854,-124.0515,pier,no,
46.1906,-123.8527,pier,no,Cannery Pier
46.1957,-123.8029,marina,no,East Mooring Basin
46.1876,-123.8607,pier,no,
46.1917,-123.8381,pier,no,
46.1917,-123.8388,pier,no,
46.1915,-123.8423,pier,no,
46.1917,-123.8398,pier,no,
46.1907,-123.8321,pier,no,Pier 11
46.1904,-123.8304,pier,no,Pier 12
46.1902,-123.8294,pier,no,
46.1931,-123.8112,pier,no,
46.1898,-123.8258,pier,no,
46.1899,-123.8284,pier,no,
46.19,-123.8273,pier,no,
45.5779,-122.3854,pier,no,
45.5598,-122.4714,pier,no,
45.559,-122.4619,pier,no,
45.559,-122.4657,pier,no,
45.5598,-122.4746,pier,no,
45.5587,-122.461,pier,no,
45.5596,-122.4704,pier,no,
45.5599,-122.4723,pier,no,
45.5591,-122.4666,pier,no,
45.5582,-122.4611,pier,no,
45.5592,-122.4712,pier,no,
45.5593,-122.4675,pier,no,
45.5593,-122.4726,pier,no,
45.5591,-122.4691,pier,no,
45.559,-122.4627,pier,no,
45.5586,-122.4631,pier,no,
45.56,-122.4733,pier,no,
45.5593,-122.4748,pier,no,
45.4465,-122.787,dock,no,
43.679,-124.1818,pier,no,Dock #6
43.6799,-124.1819,pier,no,Dock #8
43.6773,-124.1816,pier,no,Dock #3
43.6766,-124.1815,pier,no,Dock #1
43.6823,-124.1817,pier,no,
43.6761,-124.1778,pier,no,G Dock
43.6817,-124.1792,pier,no,
43.6781,-124.1772,pier,no,D Dock
43.6802,-124.1767,pier,no,A Dock
43.6796,-124.1757,pier,no,
43.6809,-124.1791,pier,no,Bait Dock
43.6794,-124.1814,pier,no,
43.6767,-124.1808,pier,no,
43.6789,-124.1788,pier,no,
43.6794,-124.179,pier,no,
43.6787,-124.1825,pier,no,
43.6774,-124.1808,pier,no,
43.6775,-124.1824,pier,no,
43.6798,-124.1827,pier,no,
43.6823,-124.1832,pier,no,Fuel Dock
43.6769,-124.1823,pier,no,
43.6788,-124.1811,pier,no,
43.6815,-124.1814,pier,no,
43.6794,-124.1822,pier,no,
43.6768,-124.1776,pier,no,F Dock
43.6815,-124.1825,pier,no,
43.6799,-124.1791,pier,no,
43.68,-124.1812,pier,no,
43.9672,-124.1028,pier,no,
43.9663,-124.1051,pier,no,
43.9675,-124.1017,pier,no,
44.0077,-124.1316,pier,no,
43.9678,-124.1004,pier,no,G Dock
46.1276,-122.9886,pier,no,
45.6074,-122.6791,pier,no,
45.6062,-122.6554,marina,no,Tomahawk Bay Marina
45.4754,-122.6612,pier,no,
45.6064,-122.6582,pier,no,A
45.6079,-122.6715,pier,no,A
45.6057,-122.6527,pier,no,L
45.5108,-122.6729,pier,no,C
45.5399,-122.6889,pier,no,
45.537,-122.678,pier,no,
45.5353,-122.6753,pier,no,
45.9852,-122.5291,pier,no,
45.985,-122.5283,pier,no,
45.6454,-122.7328,pier,no,
45.639,-122.712,pier,no,
45.6462,-122.7347,pier,no,
45.6364,-122.7061,pier,no,
45.6369,-122.7072,pier,no,
45.6404,-122.715,pier,no,Berth 10
45.6457,-122.7338,pier,no,Berth 17
45.6315,-122.6966,pier,no,Berth 1
45.6324,-122.6982,pier,no,Berth 2
45.6332,-122.6998,pier,no,Berth 3
45.634,-122.7013,pier,no,Berth 4
45.6349,-122.7029,pier,no,Berth 5
45.6376,-122.7085,pier,no,Berth 8
45.6385,-122.7106,pier,no,Berth 9
44.6222,-124.0546,pier,no,
45.5555,-123.9129,pier,no,A-B Docks
45.5565,-123.9143,pier,no,
45.5572,-123.9124,pier,no,
45.5566,-123.9118,pier,no,G Dock
45.5577,-123.9123,pier,no,
45.5562,-123.9138,pier,no,
46.168,-123.9198,pier,no,
46.1694,-123.9149,pier,no,
46.166,-123.9159,pier,no,
46.1658,-123.9185,pier,no,
46.1685,-123.9177,pier,no,
46.1662,-123.9223,pier,no,
46.1653,-123.9173,pier,no,
46.1686,-123.9168,pier,no,
46.1684,-123.9188,pier,no,
46.1678,-123.9141,pier,no,
46.169,-123.9158,pier,no,
46.1671,-123.9169,pier,no,
46.1715,-123.914,pier,no,
46.166,-123.917,pier,no,
46.1665,-123.9191,pier,no,
46.1671,-123.9221,pier,no,
46.1686,-123.9139,pier,no,
46.1656,-123.9213,pier,no,
46.1672,-123.9149,pier,no,
46.1665,-123.9168,pier,no,
45.4204,-122.6562,pier,no,
45.739,-122.6077,pier,no,
45.7143,-122.8688,pier,no,
45.7004,-122.8691,pier,no,
45.7052,-122.8683,pier,no,
45.7019,-122.8659,pier,no,
45.7198,-122.8658,pier,no,
45.7025,-122.8685,pier,no,
45.7132,-122.8692,pier,no,
45.6939,-122.8697,pier,no,
45.7201,-122.8664,pier,no,
45.6971,-122.8694,pier,no,
45.7079,-122.8682,pier,no,
45.7113,-122.869,pier,no,
45.7045,-122.8678,pier,no,
45.7011,-122.8688,pier,no,
45.7119,-122.869,pier,no,
45.9714,-122.3846,pier,no,
44.3726,-121.8672,pier,no,
44.3713,-121.8678,pier,no,
44.3718,-121.8675,pier,no,
